timestamp,device_name,min,max,avg,bin_count
2026-06-27T14:53:05.220+00:00,Wi-Spy DBx USB 2417295654,-115,-79,-100.51,458
2026-06-27T14:53:06.020+00:00,Wi-Spy DBx USB 2417295654,-104,-63,-100.36,458
2026-06-27T14:53:06.866+00:00,Wi-Spy DBx USB 2417295654,-104,-57,-100.51,458
2026-06-27T14:53:07.693+00:00,Wi-Spy DBx USB 2417295654,-104,-72,-100.48,458
2026-06-27T14:53:08.497+00:00,Wi-Spy DBx USB 2417295654,-116,-80,-100.43,458
2026-06-27T14:53:11.249+00:00,Wi-Spy DBx USB 2417295654,-116,-61,-100.03,458
2026-06-27T14:53:12.016+00:00,Wi-Spy DBx USB 2417295654,-104,-63,-100.45,458
2026-06-27T14:53:12.873+00:00,Wi-Spy DBx USB 2417295654,-104,-79,-100.49,458
2026-06-27T14:53:13.678+00:00,Wi-Spy DBx USB 2417295654,-104,-53,-99.0,458
2026-06-27T14:53:14.462+00:00,Wi-Spy DBx USB 2417295654,-116,-71,-100.34,458
2026-06-27T14:53:15.284+00:00,Wi-Spy DBx USB 2417295654,-104,-57,-100.1,458
2026-06-27T14:53:16.093+00:00,Wi-Spy DBx USB 2417295654,-104,-50,-98.76,458
2026-06-27T14:53:16.901+00:00,Wi-Spy DBx USB 2417295654,-104,-62,-100.15,458
2026-06-27T14:53:17.732+00:00,Wi-Spy DBx USB 2417295654,-116,-49,-100.28,458
2026-06-27T14:53:18.518+00:00,Wi-Spy DBx USB 2417295654,-104,-56,-100.38,458
2026-06-27T14:53:19.361+00:00,Wi-Spy DBx USB 2417295654,-104,-79,-100.61,458
2026-06-27T14:53:20.150+00:00,Wi-Spy DBx USB 2417295654,-104,-84,-100.52,458
2026-06-27T14:53:20.977+00:00,Wi-Spy DBx USB 2417295654,-116,-78,-100.55,458
2026-06-27T14:53:21.775+00:00,Wi-Spy DBx USB 2417295654,-104,-84,-100.52,458
2026-06-27T14:53:22.589+00:00,Wi-Spy DBx USB 2417295654,-104,-80,-100.66,458
2026-06-27T14:53:23.443+00:00,Wi-Spy DBx USB 2417295654,-104,-61,-100.15,458
2026-06-27T14:53:25.022+00:00,Wi-Spy DBx USB 2417295654,-104,-61,-98.6,458
2026-06-27T14:53:25.868+00:00,Wi-Spy DBx USB 2417295654,-104,-80,-100.59,458
2026-06-27T14:53:26.693+00:00,Wi-Spy DBx USB 2417295654,-104,-65,-100.35,458
2026-06-27T14:53:27.523+00:00,Wi-Spy DBx USB 2417295654,-116,-71,-99.98,458
2026-06-27T14:53:28.344+00:00,Wi-Spy DBx USB 2417295654,-103,-88,-100.41,458
2026-06-27T14:53:29.133+00:00,Wi-Spy DBx USB 2417295654,-104,-54,-100.45,458
2026-06-27T14:53:29.948+00:00,Wi-Spy DBx USB 2417295654,-104,-52,-100.37,458
